episode,steps,score,coins,kills,invalid_moves,killed,suicide,episode_reward,decision_time_mean,decision_time_max,path_efficiency
1316,134,50,50,0,0,False,False,504.59999999999997,0.0006275735413238629,0.0009284159168601036,0.9402985074626866
1317,120,50,50,0,0,False,False,504.8,0.0006135225140800079,0.0007081767544150352,0.95
1318,135,50,50,0,0,False,False,504.5999999999999,0.0006073232084788658,0.0007765959016978741,0.9259259259259259
1319,144,50,50,0,0,False,False,504.5,0.0006040889776260075,0.0008360957726836205,0.9166666666666666
1320,129,50,50,0,0,False,False,504.79999999999995,0.0006285104792305204,0.0008144760504364967,0.9689922480620154
1321,130,50,50,0,0,False,False,504.9,0.0006457296844858389,0.0009043561294674873,0.9538461538461539
1322,132,50,50,0,0,False,False,504.9,0.0006256507794288071,0.0007511861622333527,0.9318181818181818
1323,133,50,50,0,0,False,False,504.29999999999984,0.0006285550359888633,0.0008887951262295246,0.9022556390977443
1324,150,50,50,0,0,False,False,504.69999999999993,0.0006440899831553301,0.000956105999648571,0.9266666666666666
1325,147,50,50,0,0,False,False,504.9,0.000666151358587604,0.0010446947999298573,0.9795918367346939
1326,126,50,50,0,0,False,False,504.69999999999993,0.0006349975841918162,0.0009192358702421188,0.9603174603174603
1327,28,14,14,0,0,True,True,49.70000000000002,0.0006142941004197512,0.0007102466188371181,0.8928571428571429
1328,110,44,44,0,0,True,True,349.3999999999999,0.000610407225956971,0.0007309969514608383,0.9181818181818182
1329,147,50,50,0,0,False,False,504.5999999999999,0.0006142009467798836,0.0008422359824180603,0.9455782312925171
1330,120,50,50,0,0,False,False,504.9,0.0006357307351815204,0.0007513761520385742,0.9916666666666667
1331,115,50,50,0,0,False,False,504.59999999999997,0.0006002630997935067,0.000815975945442915,0.9478260869565217
1332,116,50,50,0,0,False,False,504.9,0.0006337701704288865,0.0007315259426832199,0.9741379310344828
1333,123,50,50,0,0,False,False,504.79999999999995,0.0006341811314952083,0.0010019359178841114,0.9512195121951219
1334,127,50,50,0,0,False,False,504.79999999999995,0.000623500066274029,0.0007542870007455349,0.968503937007874
1335,123,50,50,0,0,False,False,504.79999999999995,0.0006281787007138496,0.0008127461187541485,0.975609756097561
1336,132,50,50,0,0,False,False,504.9,0.0006345021714823264,0.0014354628510773182,0.9621212121212122
1337,114,50,50,0,0,False,False,504.59999999999997,0.0006080816434532927,0.0007644672878086567,0.9649122807017544
1338,134,50,50,0,0,False,False,504.9,0.0006379354501893716,0.0008560759015381336,0.9402985074626866
1339,144,50,50,0,0,False,False,504.7,0.0006273106652467201,0.0009480058215558529,0.9097222222222222
1340,147,50,50,0,0,False,False,505.0,0.0006715415717184949,0.001070764847099781,0.9727891156462585
1341,144,50,50,0,0,False,False,504.5,0.000639674648280359,0.0010196450166404247,0.9375
1342,140,50,50,0,0,False,False,504.79999999999995,0.0006191116025937455,0.0007498660124838352,0.9285714285714286
1343,139,50,50,0,0,False,False,504.69999999999993,0.0006475255610220295,0.001043934840708971,0.935251798561151
1344,128,50,50,0,0,False,False,504.79999999999995,0.0006348045135382563,0.0008616461418569088,0.953125
1345,123,50,50,0,0,False,False,504.5999999999999,0.0006093755402276671,0.0007641669362783432,0.9349593495934959
1346,77,28,28,0,0,True,True,189.6,0.0006014442180174511,0.0007073967717587948,0.8441558441558441
1347,125,50,50,0,0,False,False,504.59999999999997,0.0006125139966607093,0.0007158257067203522,0.96
1348,131,50,50,0,0,False,False,505.0,0.0006234650962225354,0.0007267757318913937,0.9236641221374046
1349,131,50,50,0,0,False,False,504.5,0.0006206316041639288,0.0008402657695114613,0.9465648854961832
1350,141,50,50,0,0,False,False,504.9,0.0006350236152239303,0.0008818651549518108,0.9361702127659575
1351,135,50,50,0,0,False,False,505.0,0.0006543386969025489,0.0010169646702706814,1.0
1352,127,50,50,0,0,False,False,504.6,0.0006390807116184178,0.0008260160684585571,0.937007874015748
1353,149,50,50,0,0,False,False,504.19999999999993,0.0006189855478153933,0.000992785207927227,0.8926174496644296
1354,142,50,50,0,0,False,False,504.5,0.0006037933988050676,0.0007610460743308067,0.9084507042253521
1355,120,50,50,0,0,False,False,504.8,0.0006125363560083012,0.0007861959747970104,0.9416666666666667
1356,119,50,50,0,0,False,False,504.79999999999995,0.0006283651333020515,0.0007481067441403866,0.9663865546218487
1357,112,50,50,0,0,False,False,504.59999999999997,0.0006089201072297458,0.0007727169431746006,0.9464285714285714
1358,148,50,50,0,0,False,False,504.79999999999995,0.0006424128801587063,0.0009115063585340977,0.9594594594594594
1359,136,50,50,0,0,False,False,504.4999999999999,0.0006299368482466568,0.0009779352694749832,0.9485294117647058
1360,142,50,50,0,0,False,False,503.9999999999998,0.0006187137636080594,0.0008641560561954975,0.823943661971831
1361,197,50,50,0,0,False,False,502.0999999999994,0.0006029366652675086,0.0021621286869049072,0.6700507614213198
1362,149,50,50,0,0,False,False,504.69999999999993,0.0006297863613589098,0.00093789491802454,0.912751677852349
1363,141,50,50,0,0,False,False,504.4,0.0006259879467229472,0.0008508958853781223,0.9432624113475178
1364,124,50,50,0,0,False,False,504.9,0.0006378859228965255,0.0009248359128832817,0.967741935483871
1365,117,50,50,0,0,False,False,504.9,0.0006219009176278726,0.0007458259351551533,0.9316239316239316
1366,127,50,50,0,0,False,False,504.9,0.0006670154425806886,0.0010184752754867077,0.9921259842519685
1367,137,50,50,0,0,False,False,504.5999999999999,0.0006397159083535636,0.0010092458687722683,0.9635036496350365
1368,140,50,50,0,0,False,False,504.4,0.0006343250162899495,0.0008576349355280399,0.9285714285714286
1369,145,50,50,0,0,False,False,504.6,0.0006200634456914047,0.0008647260256111622,0.9517241379310345
1370,141,50,50,0,0,False,False,503.9999999999999,0.0006447338254739206,0.005513573065400124,0.8936170212765957
1371,129,50,50,0,0,False,False,504.69999999999993,0.0006274857067380303,0.0008003963157534599,0.9612403100775194
1372,136,50,50,0,0,False,False,504.59999999999997,0.0006331829867763992,0.0008507459424436092,0.9264705882352942
1373,144,50,50,0,0,False,False,504.5,0.0006203749734494421,0.000914325937628746,0.9513888888888888
1374,127,50,50,0,0,False,False,504.79999999999995,0.0006213237890812356,0.0007998761720955372,0.937007874015748
1375,138,50,50,0,0,False,False,504.79999999999995,0.0006486269226972607,0.0009626457467675209,0.9565217391304348
1376,130,50,50,0,0,False,False,504.79999999999995,0.0006264054932846473,0.0010859048925340176,0.9153846153846154
1377,123,50,50,0,0,False,False,504.79999999999995,0.0006341328844428062,0.0009033051319420338,0.926829268292683
1378,127,50,50,0,0,False,False,504.59999999999997,0.0006179352158929888,0.0011103851720690727,0.905511811023622
1379,112,50,50,0,0,False,False,504.69999999999993,0.000643847743049264,0.0013523530215024948,0.9375
1380,136,50,50,0,0,False,False,504.4,0.0006318069131606642,0.0018256106413900852,0.9411764705882353
1381,143,50,50,0,0,False,False,504.39999999999986,0.0006536791472324541,0.0011498737148940563,0.9370629370629371
1382,132,50,50,0,0,False,False,504.69999999999993,0.000635055387674859,0.0011390536092221737,0.9393939393939394
1383,178,50,50,0,0,False,False,503.1999999999996,0.0006335321185963877,0.0010890145786106586,0.7752808988764045
1384,143,50,50,0,0,False,False,504.59999999999997,0.0006626339700932687,0.001336903776973486,0.9230769230769231
1385,127,50,50,0,0,False,False,504.79999999999995,0.0006304264479265438,0.0009957249276340008,0.9448818897637795
1386,158,50,50,0,0,False,False,504.2999999999999,0.0006426043301537822,0.0012300140224397182,0.8417721518987342
1387,93,42,42,0,0,True,True,329.9,0.0006445248120574541,0.0009976853616535664,0.9139784946236559
1388,129,50,50,0,0,False,False,504.9,0.0006449979498924673,0.0009428448975086212,0.9767441860465116
1389,130,50,50,0,0,False,False,505.0,0.0006565504205914644,0.0012845639139413834,0.9846153846153847
1390,136,50,50,0,0,False,False,504.5999999999999,0.0006295895539498067,0.000952224712818861,0.9044117647058824
1391,125,50,50,0,0,False,False,504.69999999999993,0.0006313543394207955,0.0010468149557709694,0.936
1392,134,50,50,0,0,False,False,505.0,0.0006612504888047923,0.0010553551837801933,0.9701492537313433
1393,128,50,50,0,0,False,False,504.7,0.0006603406291105784,0.0012018741108477116,0.9765625
1394,124,50,50,0,0,False,False,504.79999999999995,0.0006396111904553348,0.0009683063253760338,0.9516129032258065
1395,134,50,50,0,0,False,False,504.5,0.0006315593969132473,0.0013270429335534573,0.9104477611940298
1396,127,50,50,0,0,False,False,504.9,0.0006408778561909837,0.0009314562194049358,0.9448818897637795
1397,133,50,50,0,0,False,False,504.79999999999995,0.0006493163869289079,0.0010201949626207352,0.9849624060150376
1398,132,50,50,0,0,False,False,504.70000000000005,0.0006470629719622208,0.0010746149346232414,0.9318181818181818
1399,134,50,50,0,0,False,False,504.69999999999993,0.0006478923796884604,0.0011082752607762814,0.9626865671641791
1400,135,50,50,0,0,False,False,504.79999999999995,0.0006664354354143142,0.0009967549704015255,0.9703703703703703
1401,146,50,50,0,0,False,False,504.9,0.0006363653475801422,0.0013161026872694492,0.910958904109589
1402,119,50,50,0,0,False,False,504.69999999999993,0.0006269633597811731,0.0008888957090675831,0.9663865546218487
1403,125,50,50,0,0,False,False,504.9,0.0006347520798444748,0.0009476956911385059,0.936
1404,133,50,50,0,0,False,False,504.5999999999999,0.0006214198936477192,0.0011290949769318104,0.8947368421052632
1405,139,50,50,0,0,False,False,505.0,0.000670370407965329,0.0009839548729360104,0.9784172661870504
1406,135,50,50,0,0,False,False,504.79999999999995,0.0006460677625404464,0.0012271339073777199,0.9629629629629629
1407,128,50,50,0,0,False,False,504.9,0.0006390147100319155,0.0010629747994244099,0.9296875
1408,131,50,50,0,0,False,False,505.0,0.0006343144034781984,0.0008552358485758305,0.9465648854961832
1409,127,50,50,0,0,False,False,504.9,0.0006477166678551144,0.0009448947384953499,0.9921259842519685
1410,143,50,50,0,0,False,False,504.69999999999993,0.0006548830705297577,0.0009715449996292591,0.9370629370629371
1411,121,50,50,0,0,False,False,504.6,0.0006302840476624729,0.0010127848945558071,0.9338842975206612
1412,127,50,50,0,0,False,False,504.59999999999997,0.0006282329009332525,0.0008888659067451954,0.952755905511811
1413,119,50,50,0,0,False,False,504.70000000000005,0.000647013243913901,0.0009861360304057598,0.9747899159663865
1414,129,50,50,0,0,False,False,504.29999999999995,0.0006150565969274026,0.0008519059047102928,0.9302325581395349
1415,156,50,50,0,0,False,False,504.4999999999999,0.0006664856307160778,0.0009931246750056744,0.9102564102564102
1416,136,50,50,0,0,False,False,504.69999999999993,0.0006432012990390992,0.0010617449879646301,0.9411764705882353
1417,141,50,50,0,0,False,False,504.79999999999995,0.0006547125604611339,0.0029210448265075684,0.9432624113475178
1418,140,50,50,0,0,False,False,504.79999999999995,0.0006495059035452349,0.0010481341741979122,0.9428571428571428
1419,121,50,50,0,0,False,False,505.0,0.0006671927576838446,0.0010422449558973312,0.9752066115702479
1420,126,50,50,0,0,False,False,504.69999999999993,0.0006297487019014264,0.0008767559193074703,0.9603174603174603
1421,73,25,25,0,0,True,True,159.9,0.0006201247659141886,0.0011936943046748638,0.7945205479452054
1422,153,50,50,0,0,False,False,504.4999999999999,0.0006398855726800713,0.001033104956150055,0.9150326797385621
1423,133,50,50,0,0,False,False,504.70000000000005,0.0006445557565281266,0.0009438963606953621,0.9774436090225563
1424,138,50,50,0,0,False,False,504.9,0.0006363376792844223,0.0008775363676249981,0.9637681159420289
1425,120,50,50,0,0,False,False,504.7,0.0006093930453062058,0.0008475161157548428,0.9583333333333334
1426,128,50,50,0,0,False,False,504.79999999999995,0.0006497513313661329,0.0011493838392198086,0.984375
1427,128,50,50,0,0,False,False,504.59999999999997,0.0006258182074816432,0.0010262052528560162,0.9375
1428,126,50,50,0,0,False,False,504.4999999999999,0.0006196965049538347,0.0009085452184081078,0.9444444444444444
1429,127,50,50,0,0,False,False,504.7,0.0006473472701224286,0.0013771336525678635,0.9448818897637795
1430,142,50,50,0,0,False,False,504.4,0.000630038187012706,0.0012611537240445614,0.9084507042253521
1431,145,50,50,0,0,False,False,504.8,0.0006648956412642166,0.0013632038608193398,0.9586206896551724
1432,132,50,50,0,0,False,False,504.9,0.0006374045007043716,0.0014170929789543152,0.9545454545454546
1433,123,50,50,0,0,False,False,504.0999999999999,0.0006535529439163402,0.006886457093060017,0.9105691056910569
1434,135,50,50,0,0,False,False,504.6,0.0006330332339361861,0.0009577549062669277,0.9555555555555556
1435,128,50,50,0,0,False,False,504.69999999999993,0.0006380048362188973,0.0009584450162947178,0.9609375
1436,117,50,50,0,0,False,False,504.9,0.0006415992020032344,0.0014668330550193787,0.9914529914529915
1437,134,50,50,0,0,False,False,504.59999999999997,0.0006375465152868584,0.0009681163355708122,0.9402985074626866
1438,134,50,50,0,0,False,False,504.5,0.000623257142672343,0.0009939749725162983,0.9477611940298507
1439,142,50,50,0,0,False,False,504.6,0.0006965205998120593,0.006737316958606243,0.9577464788732394
1440,122,50,50,0,0,False,False,504.5,0.000617626058243093,0.0008826856501400471,0.9426229508196722
1441,134,50,50,0,0,False,False,504.49999999999994,0.0006405683581842415,0.0012974832206964493,0.9626865671641791
1442,146,50,50,0,0,False,False,504.29999999999995,0.0006234242185337903,0.001213132869452238,0.9452054794520548
1443,120,50,50,0,0,False,False,504.79999999999995,0.0006404211550640563,0.001453283242881298,0.9666666666666667
1444,130,50,50,0,0,False,False,504.4999999999999,0.0006209565398211663,0.0015463819727301598,0.9153846153846154
1445,123,50,50,0,0,False,False,504.9,0.0006564465517980781,0.0009419950656592846,0.991869918699187
1446,143,50,50,0,0,False,False,504.69999999999993,0.0006305201734592031,0.001121465116739273,0.9230769230769231
1447,140,50,50,0,0,False,False,504.7,0.0006259994148941977,0.0013927128165960312,0.9071428571428571
1448,21,11,11,0,0,True,True,19.80000000000001,0.0005939946110759463,0.0008777957409620285,0.7619047619047619
1449,139,50,50,0,0,False,False,504.8,0.0006382093939045779,0.0010189651511609554,0.9424460431654677
1450,33,15,15,0,0,True,True,59.60000000000002,0.0006053002099647666,0.00087336590513587,0.8787878787878788
1451,121,50,50,0,0,False,False,504.79999999999995,0.0006838519056904907,0.0057698520831763744,0.9586776859504132
1452,131,50,50,0,0,False,False,504.6,0.0006455556980071177,0.0015495829284191132,0.9389312977099237
1453,132,50,50,0,0,False,False,504.69999999999993,0.0006242628547955643,0.001400562934577465,0.9545454545454546
1454,133,50,50,0,0,False,False,504.8,0.0006493054421380498,0.0011844439432024956,0.9548872180451128
1455,144,50,50,0,0,False,False,504.9,0.0006300933794894566,0.001056815031915903,0.9375
1456,121,50,50,0,0,False,False,504.9,0.0006442799710106751,0.0010837549343705177,0.9752066115702479
1457,149,50,50,0,0,False,False,504.29999999999995,0.0006203329184361352,0.0013896431773900986,0.8859060402684564
1458,127,50,50,0,0,False,False,504.7,0.0006288530444359685,0.001430152915418148,0.9291338582677166
1459,132,50,50,0,0,False,False,504.69999999999993,0.0006159209526341522,0.0009872447699308395,0.9318181818181818
1460,123,50,50,0,0,False,False,504.4999999999999,0.0006187024745878166,0.0010261149145662785,0.9349593495934959
1461,139,50,50,0,0,False,False,504.79999999999995,0.0006392199190990101,0.0011134142987430096,0.9424460431654677
1462,112,50,50,0,0,False,False,504.9,0.0006450782031086939,0.001134124118834734,0.9910714285714286
1463,114,50,50,0,0,False,False,504.9,0.0006229438524889318,0.0010414551943540573,0.9736842105263158
1464,122,50,50,0,0,False,False,504.8,0.0006363445847127282,0.0010567046701908112,0.9836065573770492
1465,128,50,50,0,0,False,False,504.7,0.0006331662334559951,0.0011978037655353546,0.9453125
1466,139,50,50,0,0,False,False,504.79999999999995,0.0006598641010497114,0.0016198321245610714,0.9712230215827338
1467,145,50,50,0,0,False,False,504.29999999999995,0.0006371930691188779,0.0016835019923746586,0.896551724137931
1468,130,50,50,0,0,False,False,504.9,0.0006231528348647631,0.0010399450547993183,0.9692307692307692
1469,132,50,50,0,0,False,False,504.9,0.0006194659649874225,0.0013252440840005875,0.9621212121212122
1470,129,50,50,0,0,False,False,504.7,0.0006276863706550856,0.0012432741932570934,0.9612403100775194
1471,130,50,50,0,0,False,False,504.6,0.000621747444025599,0.0013637528754770756,0.9538461538461539
1472,134,50,50,0,0,False,False,504.8,0.0006588821076968712,0.0012537138536572456,0.9701492537313433
1473,122,50,50,0,0,False,False,504.7,0.000645145365479784,0.001314123161137104,0.9754098360655737
1474,141,50,50,0,0,False,False,503.89999999999975,0.0006032816055131719,0.0009503848850727081,0.8297872340425532
1475,144,50,50,0,0,False,False,504.69999999999993,0.0006695901975035667,0.001453053206205368,0.9375
1476,129,50,50,0,0,False,False,504.9,0.0006431949996324473,0.0011435947380959988,0.9302325581395349
1477,118,50,50,0,0,False,False,504.9,0.0006543366648888184,0.0012921439483761787,0.9915254237288136
1478,134,50,50,0,0,False,False,504.9,0.0006371061282871819,0.0013610837049782276,0.9776119402985075
1479,135,50,50,0,0,False,False,504.79999999999995,0.0006406197117434608,0.001953430939465761,0.9407407407407408
1480,133,50,50,0,0,False,False,504.59999999999997,0.0006144628264850244,0.0014153332449495792,0.8947368421052632
1481,127,50,50,0,0,False,False,504.4,0.0006137906104384914,0.0010018949396908283,0.9212598425196851
1482,127,50,50,0,0,False,False,504.79999999999995,0.0006293691071410348,0.001032514963299036,0.9606299212598425
1483,139,50,50,0,0,False,False,504.9,0.0006391316679098623,0.0014657927677035332,0.9064748201438849
1484,132,50,50,0,0,False,False,504.4999999999999,0.000633007599831079,0.0013203243725001812,0.9621212121212122
1485,126,50,50,0,0,False,False,504.79999999999995,0.000659723991587285,0.0014942619018256664,0.9761904761904762
1486,136,50,50,0,0,False,False,504.79999999999995,0.0006258507252342123,0.0012733242474496365,0.9191176470588235
1487,129,50,50,0,0,False,False,504.4999999999999,0.0006322919701536497,0.0014439732767641544,0.9302325581395349
1488,139,50,50,0,0,False,False,504.69999999999993,0.000660853081871923,0.0012117237783968449,0.9784172661870504
1489,117,50,50,0,0,False,False,504.8,0.0006197389477911668,0.0010272548533976078,0.9316239316239316
1490,128,50,50,0,0,False,False,504.9,0.0006473623325291555,0.0013971133157610893,0.9765625
1491,124,50,50,0,0,False,False,504.79999999999995,0.0006278550229786385,0.0009560049511492252,0.967741935483871
1492,125,50,50,0,0,False,False,504.5999999999999,0.0006431708596646786,0.0013667130842804909,0.952
1493,113,50,50,0,0,False,False,504.8,0.0006266236305236816,0.0011585429310798645,0.9823008849557522
1494,131,50,50,0,0,False,False,504.69999999999993,0.0006307225660172127,0.0013037929311394691,0.9465648854961832
1495,148,50,50,0,0,False,False,504.29999999999995,0.0006099685183348687,0.0010420139878988266,0.831081081081081
1496,139,50,50,0,0,False,False,504.4,0.0006280506009624587,0.0010329941287636757,0.9424460431654677
1497,136,50,50,0,0,False,False,504.7,0.0006264707018785617,0.0009639249183237553,0.9485294117647058
1498,128,50,50,0,0,False,False,504.7,0.0006245029653655365,0.0009037149138748646,0.9453125
1499,119,50,50,0,0,False,False,504.4,0.0006028737035431281,0.0009493948891758919,0.9159663865546218
1500,128,50,50,0,0,False,False,504.79999999999995,0.0006422824480978306,0.0012091430835425854,0.984375
1501,136,50,50,0,0,False,False,504.9,0.0006545537719776964,0.0012133228592574596,0.9926470588235294
1502,136,50,50,0,0,False,False,504.7,0.0006151435835122623,0.000976754818111658,0.9191176470588235
1503,195,50,50,0,0,True,True,407.4999999999995,0.0005959337768264306,0.0011269641108810902,0.6358974358974359
1504,128,50,50,0,0,False,False,504.69999999999993,0.0006280034249357414,0.0014093718491494656,0.9453125
1505,155,50,50,0,0,False,False,504.59999999999997,0.0006311739915080609,0.0016124206595122814,0.9161290322580645
1506,128,50,50,0,0,False,False,504.79999999999995,0.0006455073598772287,0.0014983918517827988,0.9453125
1507,142,50,50,0,0,False,False,504.5,0.0006284326426422512,0.0010806038044393063,0.9507042253521126
1508,171,50,50,0,0,True,True,408.7999999999997,0.0006061808767113072,0.0012171827256679535,0.6608187134502924
1509,146,50,50,0,0,False,False,504.5999999999999,0.0006340561045512353,0.0013053631410002708,0.9041095890410958
1510,117,50,50,0,0,False,False,504.59999999999997,0.0006452313998443448,0.0014729821123182774,0.9487179487179487
1511,141,50,50,0,0,False,False,504.39999999999986,0.0006250300550344565,0.001275532878935337,0.9148936170212766
1512,130,50,50,0,0,False,False,504.0999999999999,0.0006026676211219568,0.0008876947686076164,0.8846153846153846
1513,122,50,50,0,0,False,False,505.0,0.0006527262396316548,0.0015403106808662415,0.9672131147540983
1514,137,50,50,0,0,False,False,504.69999999999993,0.0006346842240079911,0.0010896837338805199,0.9635036496350365
1515,114,50,50,0,0,False,False,504.4999999999999,0.0006199865316024475,0.0008830963633954525,0.9385964912280702
1516,134,50,50,0,0,False,False,504.9,0.0006356979616041949,0.0009535546414554119,0.9626865671641791
1517,145,50,50,0,0,False,False,504.19999999999993,0.0006408061960647846,0.0013441918417811394,0.903448275862069
1518,116,50,50,0,0,False,False,504.70000000000005,0.0006223375154338006,0.0013766130432486534,0.9396551724137931
1519,136,50,50,0,0,False,False,504.9,0.0006504873402745408,0.0012342729605734348,0.9705882352941176
1520,159,50,50,0,0,False,False,504.3999999999999,0.0006362912977266611,0.0012861932627856731,0.9119496855345912
1521,138,50,50,0,0,False,False,504.49999999999994,0.000644577562512047,0.0013846028596162796,0.9492753623188406
1522,139,50,50,0,0,False,False,504.9,0.0006500136495815764,0.001220904290676117,0.9784172661870504
1523,106,43,43,0,0,True,True,339.79999999999995,0.000646198941570408,0.0010665040463209152,0.9150943396226415
1524,114,50,50,0,0,False,False,504.9,0.0006316817986468474,0.001014303881675005,0.9736842105263158
1525,124,50,50,0,0,False,False,504.5999999999999,0.0006272496370178076,0.0009204153902828693,0.9354838709677419
1526,134,50,50,0,0,False,False,504.69999999999993,0.0006381624322662603,0.0014648730866611004,0.9402985074626866
1527,129,50,50,0,0,False,False,504.5,0.0006363949081463408,0.0013024229556322098,0.9612403100775194
1528,140,50,50,0,0,False,False,504.1999999999998,0.0006273485054927213,0.0012809229083359241,0.9428571428571428
1529,141,50,50,0,0,False,False,504.4999999999999,0.0006052907093936669,0.0014802021905779839,0.851063829787234
1530,112,50,50,0,0,False,False,504.7,0.000634726116134386,0.0008687847293913364,0.9553571428571429
1531,128,50,50,0,0,False,False,504.79999999999995,0.0006366461020661518,0.0013715419918298721,0.953125
1532,123,50,50,0,0,False,False,504.8,0.0006541316738215889,0.0013286727480590343,0.983739837398374
1533,130,50,50,0,0,False,False,504.5999999999999,0.0006336940559916772,0.001119124237447977,0.9384615384615385
1534,129,50,50,0,0,False,False,504.8,0.0006363441799442436,0.0009016753174364567,0.937984496124031
1535,118,50,50,0,0,False,False,504.79999999999995,0.0006232615560293198,0.0009186249226331711,0.9830508474576272
1536,135,50,50,0,0,False,False,504.1999999999999,0.0005975207762309798,0.0008794059976935387,0.8740740740740741
1537,145,50,50,0,0,False,False,504.6,0.0006487437941390893,0.0015733521431684494,0.9586206896551724
1538,132,50,50,0,0,False,False,504.9,0.0006328601580621166,0.0009680846706032753,0.9545454545454546
1539,119,50,50,0,0,False,False,504.79999999999995,0.0006293051547425635,0.0010346039198338985,0.9495798319327731
1540,128,50,50,0,0,False,False,504.4999999999999,0.0006384017106029205,0.0009696753695607185,0.9609375
1541,121,50,50,0,0,False,False,504.8,0.0006355986591767181,0.001525070983916521,0.9504132231404959
1542,141,50,50,0,0,False,False,504.7,0.0006330963191146969,0.0013125431723892689,0.950354609929078
1543,126,50,50,0,0,False,False,504.9,0.0006315507039072967,0.0009425850585103035,0.9603174603174603
1544,143,50,50,0,0,False,False,504.6,0.0006777840093351328,0.006616234313696623,0.916083916083916
1545,137,50,50,0,0,False,False,504.8,0.0006379096558059219,0.001362132839858532,0.9343065693430657
1546,125,50,50,0,0,False,False,504.9,0.0006439558677375317,0.0018674698658287525,0.96
1547,125,50,50,0,0,False,False,504.79999999999995,0.0006373151168227195,0.0009597949683666229,0.952
1548,142,50,50,0,0,False,False,504.9,0.0006273787330940996,0.001383892260491848,0.8943661971830986
1549,124,50,50,0,0,False,False,504.69999999999993,0.0006226499061731081,0.001012003980576992,0.9758064516129032
1550,129,50,50,0,0,False,False,504.7,0.0006352696141820084,0.0009540747851133347,0.9457364341085271
1551,122,50,50,0,0,False,False,504.69999999999993,0.0006281310982513623,0.0013843830674886703,0.9590163934426229
1552,150,50,50,0,0,False,False,504.79999999999995,0.0006356903072446585,0.0014891419559717178,0.94
1553,117,50,50,0,0,False,False,504.7,0.0006233872805968819,0.0014404221437871456,0.9401709401709402
1554,133,50,50,0,0,False,False,504.79999999999995,0.0006411899882543804,0.0013492419384419918,0.9624060150375939
1555,133,50,50,0,0,False,False,504.79999999999995,0.0006268592831447609,0.0009331051260232925,0.9699248120300752
1556,115,50,50,0,0,False,False,504.79999999999995,0.000640093215295802,0.0011002938263118267,0.9739130434782609
1557,140,50,50,0,0,False,False,504.19999999999993,0.0006135232846385667,0.0013210130855441093,0.8785714285714286
1558,138,50,50,0,0,False,False,504.7,0.0006470006917589817,0.0014749919064342976,0.9565217391304348
1559,117,50,50,0,0,False,False,504.79999999999995,0.0006425842189062864,0.0012966431677341461,0.9658119658119658
1560,135,50,50,0,0,False,False,504.3999999999999,0.0006160818557772371,0.0012000538408756256,0.9481481481481482
1561,132,50,50,0,0,False,False,504.9,0.0006714400510783448,0.0015675309114158154,0.9924242424242424
1562,135,50,50,0,0,False,False,504.79999999999995,0.0006375437464427065,0.0012347539886832237,0.9111111111111111
1563,129,50,50,0,0,False,False,504.5999999999999,0.0006219972206582857,0.0011471239849925041,0.9534883720930233
1564,109,50,50,0,0,False,False,504.6,0.0006046680169641425,0.000965955201536417,0.926605504587156
1565,119,50,50,0,0,False,False,505.0,0.0006457122332346038,0.001471412368118763,0.9663865546218487
1566,134,50,50,0,0,False,False,504.4,0.0006316307647181536,0.001542700920253992,0.9402985074626866
1567,139,50,50,0,0,False,False,504.59999999999997,0.0006209021206382367,0.0009953947737812996,0.9496402877697842
1568,115,50,50,0,0,False,False,504.79999999999995,0.0006305356388506682,0.0014920621179044247,0.9478260869565217
1569,116,50,50,0,0,False,False,504.8,0.000651452288930786,0.0009797350503504276,0.9827586206896551
1570,149,50,50,0,0,False,False,504.29999999999995,0.000632785088788943,0.0011172350496053696,0.9261744966442953
1571,118,50,50,0,0,False,False,504.49999999999994,0.0006388401162763268,0.0015270430594682693,0.9576271186440678
1572,138,50,50,0,0,False,False,504.9,0.0006542694383719261,0.001308663748204708,0.9710144927536232
1573,120,50,50,0,0,False,False,504.7,0.0006337521209691962,0.0009634960442781448,0.975
1574,148,50,50,0,0,False,False,504.69999999999993,0.0006519318967302506,0.0013705729506909847,0.9391891891891891
1575,138,50,50,0,0,False,False,504.79999999999995,0.0006459313950946797,0.0010156347416341305,0.9855072463768116
1576,141,50,50,0,0,False,False,504.5999999999999,0.0006379311316455087,0.0014385026879608631,0.9574468085106383
1577,122,50,50,0,0,False,False,504.69999999999993,0.0006328532815773468,0.001072435174137354,0.9754098360655737
1578,136,50,50,0,0,False,False,504.4999999999999,0.0006119819625061663,0.000979674980044365,0.9338235294117647
1579,144,50,50,0,0,False,False,504.29999999999995,0.0006198456814874791,0.001187983900308609,0.9375
1580,124,50,50,0,0,False,False,504.9,0.0006410371467110611,0.0014541931450366974,0.9758064516129032
1581,128,50,50,0,0,False,False,504.59999999999997,0.0006243990974326152,0.0012244139797985554,0.953125
1582,147,50,50,0,0,False,False,504.4,0.0006264815911599974,0.0015297816134989262,0.8639455782312925
1583,124,50,50,0,0,False,False,504.5999999999999,0.0006285228150626344,0.001001955009996891,0.9516129032258065
1584,133,50,50,0,0,False,False,504.19999999999993,0.0006087705268895716,0.0009518950246274471,0.8872180451127819
1585,131,50,50,0,0,False,False,504.7,0.0006369442131569367,0.0014998516999185085,0.9083969465648855
